object_id,mjd,passband,flux,flux_err,detected
615,60577.0563,5,238.57688900000002,9.461221,1
615,60580.0095,2,586.178345,3.996895,1
615,60580.0173,1,655.284058,5.148244,1
615,60580.025,3,445.73706100000004,3.9529050000000003,1
615,60580.0361,4,361.59576400000003,4.508255999999999,1
615,60580.0472,5,328.836731,9.460338,1
615,60582.084,0,-51.614189,3.5179080000000003,1
615,60583.0169,0,20.364273,4.460314,0
615,60584.0117,0,-24.682575,3.8663800000000004,1
615,60585.0117,0,-63.5466,3.497667,1
615,60586.0123,0,-101.81929000000001,3.383004,1
615,60587.0127,0,-110.978699,3.555624,1
615,60588.0131,0,-113.58843200000001,3.2413689999999997,1
615,60593.0636,2,226.696259,2.514855,1
615,60593.0713,1,205.029755,3.258004,1
615,60593.079,3,73.38472,2.5847849999999997,1
615,60593.0901,4,-19.212976,2.899512,0
615,60593.1012,5,-83.394951,6.073453,1
615,60596.0304,2,-224.917938,3.3889160000000005,1
615,60596.0381,1,-388.231476,4.931039,1
615,60596.0458,3,-274.108429,3.7202379999999997,1
615,60596.0569,4,-292.55899,4.188871,1
615,60596.068,5,-354.07428,8.392479,1
615,60603.0208,2,404.391388,3.043772,1
615,60603.0286,1,70.494507,3.0608459999999997,1
615,60603.0363,3,338.99453700000004,3.0518419999999997,1
615,60603.0473,4,362.88855,3.3815720000000002,1
615,60603.0584,5,378.18814100000003,6.295821,1
615,60606.0225,2,422.610779,3.198191,1
615,60606.0303,1,457.50219699999997,4.17364,1
615,60606.0379,3,205.937546,2.957614,1
615,60606.049,4,123.04821000000001,3.402847,1
615,60606.0601,5,33.726836999999996,7.368811,0
615,60609.0247,2,-355.61138900000003,2.720825,1
615,60609.0323,1,-537.169312,4.090708,1
615,60609.04,3,-372.485565,2.9857549999999997,1
615,60609.051,4,-350.518677,3.225662,1
615,60609.0621,5,-371.87323,6.150734,1
615,60612.0266,0,-110.649872,2.8442,1
615,60613.0269,0,-89.973892,2.937887,1
615,60614.0276,0,-10.015225,3.2124080000000004,0
615,60615.0375,0,99.438087,3.6624839999999996,1
615,60616.029,0,120.84911299999999,3.7764949999999997,1
615,60617.0295,0,121.411896,3.5697769999999998,1
615,60621.1734,2,56.55981800000001,2.259825,1
615,60621.181,1,-607.040771,4.452463,1
615,60621.1886,3,208.77027900000002,2.9597830000000003,1
615,60621.1996,4,297.624725,3.718585,1
615,60621.2105,5,332.919006,8.157172000000001,1
615,60624.176,2,552.1502690000001,3.917989,1
615,60624.1836,1,607.0476679999999,5.1409910000000005,1
615,60624.1913,3,296.946533,3.475,1
615,60624.2022,4,235.48992900000002,3.926538,1
615,60624.2132,5,157.0802,8.453111999999999,1
713,59825.26,2,9.110147,1.013889,0
713,59825.2676,1,7.615042,1.1603290000000002,1
713,59825.2752,3,6.673630999999999,1.932316,1
713,59825.2862,4,5.214194,3.0180029999999998,0
713,59825.2971,5,12.060948,7.163382,0
713,59839.2161,2,4.9530650000000005,1.196956,0
713,59839.2236,1,3.1310279999999997,1.3517059999999999,0
713,59839.2313,3,6.108739,1.789895,0
713,59839.2422,4,8.283792,2.5279529999999997,0
713,59839.2532,5,9.6865,5.882469,0
713,59842.1987,2,6.472355,1.110572,0
713,59842.2064,1,5.914848,1.134476,1
713,59842.214,3,5.311658,1.683777,0
713,59842.225,4,4.6809080000000005,2.349234,0
713,59842.2359,5,6.9215029999999995,5.573885,0
713,59851.2006,0,7.267655,2.866838,0
713,59854.2089,2,3.945918,0.9227790000000001,0
713,59854.2165,1,2.956484,0.9535290000000001,0
713,59854.2242,3,4.768611,1.422675,0
713,59854.2351,4,4.06543,1.943197,0
713,59854.2461,5,1.290383,3.980583,0
713,59857.1879,2,3.937931,2.0886099999999996,0
713,59857.1956,1,-2.223347,2.861396,0
713,59857.2032,3,-0.47669799999999996,2.2802990000000003,0
713,59857.2141,4,8.054095,2.712542,0
713,59857.2251,5,-9.332252,5.174713,0
713,59867.16,2,1.380378,1.105223,0
713,59867.1676,1,1.5694059999999999,1.3699,0
713,59867.1753,3,1.433712,1.730335,0
713,59867.1862,4,5.29976,2.530279,0
713,59867.1971,5,2.3555900000000003,5.574841,0
713,59870.1521,2,3.404463,0.88994,0
713,59870.1597,1,2.961649,0.946383,0
713,59870.1673,3,2.59497,1.322884,0
713,59870.1782,4,2.805032,1.7532580000000002,0
713,59870.1892,5,3.101222,4.0416,0
713,59873.1442,2,3.8698690000000004,0.763644,0
713,59873.1519,1,4.354049,0.7903720000000001,1
713,59873.1595,3,2.949366,1.1015700000000002,0
713,59873.1704,4,3.117238,1.62363,0
713,59873.1814,5,4.010789,3.8325150000000003,0
713,59874.1612,0,4.171277,2.180456,0
713,59875.1175,0,2.671449,2.5367830000000002,0
713,59876.116,0,-0.354117,2.566333,0
713,59877.1178,0,2.33287,2.217193,0
713,59878.1127,0,3.7978370000000004,2.2709669999999997,0
713,59879.1104,0,4.900619,2.3395770000000002,0
713,59880.1181,0,1.3310819999999999,1.865762,0
713,59884.1292,2,3.0917939999999997,0.995209,0
713,59884.1368,1,1.712878,1.129837,0
713,59884.1444,3,2.5520509999999996,1.229161,0
713,59884.1554,4,2.099711,1.737169,0
713,59884.1663,5,5.788035,3.8696,0
713,59887.0951,2,5.011691000000001,1.6686990000000002,0
713,59887.1027,1,3.719429,2.3149040000000003,0
713,59887.1103,3,10.03642,1.852814,0
713,59887.1213,4,5.964674,2.277389,0
713,59887.1322,5,8.822542,4.767565,0
713,59896.0839,2,5.064992,0.999215,0
713,59896.0915,1,5.7801919999999996,1.083338,0
713,59896.0992,3,3.587355,1.642954,1
713,59896.1101,4,6.18576,2.2777580000000004,0
713,59896.1211,5,-4.762829,5.042903,0
713,59899.0854,2,4.8231269999999995,1.2448290000000002,0
713,59899.093,1,6.899071000000001,1.246326,0
713,59899.1007,3,3.2490639999999997,2.133093,0
713,59899.1116,4,7.3821330000000005,3.388385,0
713,59899.1226,5,-4.67724,9.115748,0
713,59902.0445,2,9.1661,1.426165,0
713,59902.0522,1,8.076466,1.395627,0
713,59902.0598,3,11.330316,2.051576,1
713,59902.0707,4,9.245844,2.876306,0
713,59902.0817,5,0.942024,7.248375,0
713,59904.0584,0,3.223553,2.679078,0
713,59905.0468,0,14.509829000000002,3.098125,0
713,59906.0474,0,5.995616,2.589032,0
713,59907.048,0,5.440472,2.469325,0
713,59908.0487,0,5.961231,3.3482819999999998,0
713,59909.0494,0,10.137896000000001,2.151001,0
713,59910.059,0,8.248549,2.1601790000000003,0
713,59913.2446,2,5.475236,0.8221629999999999,1
713,59913.2522,1,6.8334410000000005,0.969664,0
713,59913.2599,3,6.275328,1.430679,0
713,59913.2708,4,4.298039,2.311868,0
713,59913.2818,5,3.143612,5.875287,0
713,59916.0544,2,10.529041000000001,1.787002,0
713,59916.0621,1,9.129021,2.4155740000000003,0
713,59916.0697,3,5.5098650000000005,2.141148,0
713,59916.0806,4,9.827933999999999,2.274502,0
713,59916.0915,5,2.627945,4.551546,0
713,59924.0589,2,5.190053,0.78698,1
713,59924.0665,1,6.5317300000000005,0.851491,1
713,59924.0742,3,9.141803999999999,1.2108780000000001,1
713,59924.0851,4,9.810373,1.739901,0
713,59924.0961,5,2.3493169999999997,4.040898,0
713,59927.0604,2,5.366942,0.863455,0
713,59927.068,1,4.619713,0.9473739999999999,0
713,59927.0756,3,6.296741,1.472587,0
713,59927.0866,4,2.465199,2.073566,0
713,59927.0975,5,-0.702472,6.396966,0
713,59930.0619,2,2.7803169999999997,0.7597079999999999,1
713,59930.0695,1,4.959312000000001,0.809846,0
713,59930.0771,3,4.033258999999999,1.1961899999999999,0
713,59930.0881,4,4.485665,1.901773,0
713,59930.1063,5,6.2187209999999995,4.791905,0
713,59933.0632,2,1.8308529999999998,0.639458,0
713,59933.0709,1,1.716145,0.707228,0
713,59933.0785,3,4.893567,0.968482,0
713,59933.0944,4,3.1976139999999997,1.42943,0
713,59933.115,5,3.335699,3.5231449999999995,0
713,59935.0739,0,0.554208,1.573855,0
713,59936.0735,0,2.584441,1.804314,0
713,59937.0743,0,6.470248000000001,1.8486580000000001,0
713,59938.0754,0,0.724684,2.0763119999999997,0
713,59939.0808,0,2.375108,2.243821,0
713,59942.0746,2,-0.148046,0.800387,0
713,59942.0889,1,0.648101,0.8789620000000001,0
713,59942.0965,3,0.328905,1.0800459999999998,0
713,59942.1074,4,-4.550706,1.66987,0
713,59942.1184,5,2.364145,4.10839,0
713,59945.077,2,-3.002108,1.474453,0
713,59945.0846,1,-1.725136,2.059556,0
713,59945.0922,3,-1.422123,1.8467790000000002,0
713,59945.1032,4,-6.208874,2.036851,0
713,59945.1141,5,-2.94505,4.744831,0
713,60192.293,2,7.250862,1.972519,0
713,60192.3006,1,7.8346160000000005,2.653803,0
713,60192.3082,3,6.543319,2.216304,0
713,60192.3192,4,7.9608289999999995,2.695718,0
713,60192.3301,5,3.4043669999999997,5.894906,0
713,60195.2343,2,4.326025,1.101823,0
713,60195.2419,1,3.3025559999999996,1.100982,1
713,60195.2496,3,5.533146,1.655807,0
713,60195.2605,4,5.85489,2.367182,0
713,60195.2715,5,3.825871,5.774144000000001,0
713,60198.2332,0,2.208139,3.192551,0
713,60199.2358,0,8.620851,2.547614,0
713,60200.2314,0,3.770694,2.643626,0
713,60201.2281,0,6.634655,2.975509,0
713,60202.2255,0,9.813441000000001,2.750465,0
713,60209.2281,2,3.984369,1.1619899999999999,0
713,60209.2357,1,1.381281,1.139709,0
713,60209.2433,3,1.715379,1.724909,0
713,60209.2543,4,0.545876,2.6228130000000003,0
713,60209.2652,5,6.504875,6.293293,0
713,60212.2147,2,2.873843,1.790648,0
713,60212.2223,1,1.546698,2.6686810000000003,0
713,60212.23,3,5.084908,2.077699,0
713,60212.2409,4,3.087726,2.654123,0
713,60212.2519,5,-2.272981,5.844298,0
713,60223.1948,2,0.405613,1.2466780000000002,0
713,60223.2024,1,1.120193,1.2772290000000002,0
713,60223.21,3,1.011539,1.974625,0
713,60223.221,4,3.5078169999999997,2.8829919999999998,0
713,60223.2319,5,14.770885999999999,6.656366,0
713,60226.2721,2,1.0714139999999999,0.746168,0
713,60226.2797,1,1.6488189999999998,0.7766890000000001,0
713,60226.2931,3,1.727918,1.133994,0
713,60226.3129,4,-0.916487,1.736045,0
713,60226.3238,5,3.996732,4.30462,0
713,60236.1862,0,4.067199,2.328237,0
713,60238.2696,2,-0.087907,0.758784,0
713,60238.2803,1,-0.829578,0.881391,0
713,60238.2879,3,-0.5762649999999999,1.265385,0
713,60238.2988,4,0.329135,1.9838169999999997,0
713,60238.3098,5,-4.923808,4.832184,0
713,60241.1342,2,2.333379,1.636026,0
713,60241.1418,1,-0.29389299999999996,2.097461,0
713,60241.1495,3,3.5711440000000003,1.816384,0
713,60241.1604,4,1.146531,2.471305,0
713,60241.1713,5,-7.436914999999999,5.122927,0
713,60260.0773,0,1.232121,3.040076,0
713,60261.0632,0,2.4127680000000002,2.796987,0
713,60262.0637,0,-1.6783169999999998,2.631186,0
713,60263.0643,0,-0.39061799999999997,2.617705,0
713,60264.0716,0,1.131548,2.522264,0
713,60265.0867,0,-2.18929,2.832789,0
713,60267.0443,2,-2.785007,1.335972,0
713,60267.0519,1,-1.797494,1.524965,0
713,60267.0595,3,-4.881196,1.9200689999999998,0
713,60267.0705,4,3.231234,2.7342470000000003,0
713,60267.0814,5,-12.699218,5.767424,0
713,60270.1082,2,0.393975,2.34453,0
713,60270.1158,1,2.370688,3.545214,0
713,60270.1234,3,2.489378,2.9704,0
713,60270.1344,4,-7.822261999999999,3.554679,0
713,60270.1453,5,-10.877887,6.829591000000001,0
713,60278.0525,2,-0.607012,0.9693790000000001,0
713,60278.0601,1,-0.027766000000000002,1.0225819999999999,0
713,60278.0677,3,2.024312,1.5325879999999998,0
713,60278.0786,4,-2.25655,2.154194,0
713,60278.0896,5,-1.112494,5.84342,0
713,60281.0552,2,-1.695972,1.0345719999999998,0
713,60281.0629,1,-1.8334990000000002,1.044974,0
713,60281.0705,3,-0.9190159999999999,1.4706299999999999,0
713,60281.0814,4,-1.39154,2.003621,0
713,60281.0924,5,-3.945375,4.607381,0
713,60284.0557,2,-2.572076,0.783297,0
713,60284.0633,1,-2.3878619999999997,0.801296,0
713,60284.0709,3,-5.832908,1.24034,0
713,60284.0819,4,-1.649157,1.8571650000000002,0
713,60284.0928,5,8.627832000000001,4.482957,0
713,60287.0577,2,-0.764727,0.906658,0
713,60287.0653,1,-1.477176,0.966182,0
713,60287.0729,3,-0.5368189999999999,1.463827,0
713,60287.0839,4,-0.667864,2.361719,0
713,60287.0948,5,-5.286497,6.810267,0
713,60290.0641,0,-1.8163479999999999,2.0384700000000002,0
713,60291.0599,0,-5.132619,1.9890849999999998,0
713,60292.0607,0,-5.080487000000001,1.908693,0
713,60293.0607,0,-5.075594000000001,1.93904,0
713,60294.0616,0,-0.5661930000000001,1.833754,0
713,60295.0621,0,-3.857503,2.114682,0
713,60297.1169,2,-4.830737,0.9212450000000001,0
713,60297.1245,1,-4.334117,1.068175,0
713,60297.1321,3,-4.767125,1.234546,0
713,60297.1431,4,-4.473659,1.7236650000000002,0
713,60297.154,5,-10.414721,4.258311,0
713,60300.0641,2,-5.492156,1.607434,0
713,60300.0717,1,-3.599649,2.1030159999999998,0
713,60300.0793,3,-3.476922,1.725975,0
713,60300.1031,4,-2.745461,2.2697540000000003,0
